# Dataset: annual water temperature at German monitoring sites (EEA Waterbase v2020_1).
# Source file: data/processed/water_temperature_de_annual_clean.csv
# Filter 1 (site): kept only monitoring sites within 50 km of a study reactor
#           site (all reactors except the excluded Krümmel/Brunsbüttel).
# Filter 2 (window): kept only observation years 2006-2018 (inclusive).
# Note: Waterbase supplies no rows for 2006, 2007 and 2015 for these sites; the window
#       therefore materialises as 2008-2014 plus 2016-2018.
# Added columns: nearest study reactor, its group and river, and the distance in km.
site_id,site_name,water_body_id,water_body_name,water_body_category,site_latitude,site_longitude,year,water_temperature_mean_c,water_temperature_min_c,water_temperature_max_c,water_temperature_observations,nearest_shutdown_plant_id,nearest_shutdown_plant_name,shutdown_year,distance_to_shutdown_plant_km,treatment_group,post_treatment,did_interaction,nearest_study_reactor,nearest_study_group,nearest_study_river,distance_to_study_reactor_km
DESM_DERP2391566500,UNTERSUCHUNGSSTATION WORMS,DERW_DERP_2000000000_2,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB NECKAR - UND MAINMÜNDUNG",riverWaterBody,49.6311,8.3793,2010,9.77692,7.4,14.3,13,BNA0802,Kernkraftwerk Philippsburg 2,2019,42.269,1,0,0,Biblis A,Treatment,Rhein,9.072
DESM_DERP2391566500,UNTERSUCHUNGSSTATION WORMS,DERW_DERP_2000000000_2,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB NECKAR - UND MAINMÜNDUNG",riverWaterBody,49.6311,8.3793,2011,15.4692,7.4,22.9,13,BNA0802,Kernkraftwerk Philippsburg 2,2019,42.269,1,0,0,Biblis A,Treatment,Rhein,9.072
DESM_NW805180,E1AUHKARHEINENORDEU,DERW_DENW3_206_264,EMS,riverWaterBody,52.30786,7.42164,2008,14.1844,5.8,23.5,32,BNA0355,Grafenrheinfeld,2015,322.156,0,0,0,Emsland,Kontrolle,Ems,20.865
DESM_NW805180,E1AUHKARHEINENORDEU,DERW_DENW3_206_264,EMS,riverWaterBody,52.30786,7.42164,2009,14.4077,3.2,20.3,13,BNA0355,Grafenrheinfeld,2015,322.156,0,0,0,Emsland,Kontrolle,Ems,20.865
DESM_NW805180,E1AUHKARHEINENORDEU,DERW_DENW3_206_264,EMS,riverWaterBody,52.30786,7.42164,2010,12.1273,1.3,21.0,11,BNA0355,Grafenrheinfeld,2015,322.156,0,0,0,Emsland,Kontrolle,Ems,20.865
DESM_NW805180,E1AUHKARHEINENORDEU,DERW_DENW3_206_264,EMS,riverWaterBody,52.30786,7.42164,2011,13.6,4.3,21.3,13,BNA0355,Grafenrheinfeld,2015,322.156,0,0,0,Emsland,Kontrolle,Ems,20.865
DESM_NW805180,E1AUHKARHEINENORDEU,DERW_DENW3_206_264,EMS,riverWaterBody,52.30786,7.42164,2012,11.3909,5.4,19.0,11,BNA0355,Grafenrheinfeld,2015,322.156,0,0,0,Emsland,Kontrolle,Ems,20.865
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,DERW_DESH_MST_16_A,STÖR UL UND NG,riverWaterBody,53.92922,9.4692,2008,11.725,3.7,21.2,12,BNA0355,Grafenrheinfeld,2015,441.344,0,0,0,Brokdorf,Kontrolle,Elbe,11.863
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,DERW_DESH_MST_16_A,STÖR UL UND NG,riverWaterBody,53.92922,9.4692,2009,11.6727,1.8,22.4,11,BNA0355,Grafenrheinfeld,2015,441.344,0,0,0,Brokdorf,Kontrolle,Elbe,11.863
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,DERW_DESH_MST_16_A,STÖR UL UND NG,riverWaterBody,53.92922,9.4692,2010,10.525,1.4,25.0,12,BNA0355,Grafenrheinfeld,2015,441.344,0,0,0,Brokdorf,Kontrolle,Elbe,11.863
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,DERW_DESH_MST_16_A,STÖR UL UND NG,riverWaterBody,53.92922,9.4692,2011,11.8538,3.0,19.3,13,BNA0355,Grafenrheinfeld,2015,441.344,0,0,0,Brokdorf,Kontrolle,Elbe,11.863
DESM_SH_120098,OSTERAUBEIBAß,DERW_DESH_BR_03_B,OBERE OSTERAU,riverWaterBody,53.94611,10.01435,2009,9.825,3.3,14.9,12,BNA0355,Grafenrheinfeld,2015,440.668,0,0,0,Brokdorf,Kontrolle,Elbe,45.051
DESM_SH_120098,OSTERAUBEIBAß,DERW_DESH_BR_03_B,OBERE OSTERAU,riverWaterBody,53.94611,10.01435,2010,8.75833,3.1,14.7,12,BNA0355,Grafenrheinfeld,2015,440.668,0,0,0,Brokdorf,Kontrolle,Elbe,45.051
DESM_SH_120098,OSTERAUBEIBAß,DERW_DESH_BR_03_B,OBERE OSTERAU,riverWaterBody,53.94611,10.01435,2011,10.2077,4.2,15.5,13,BNA0355,Grafenrheinfeld,2015,440.668,0,0,0,Brokdorf,Kontrolle,Elbe,45.051
DESM_NW031318,BRÜCKEAMMELITTABAD,DERW_DENW73101_68_106,MITTELLANDKANAL,riverWaterBody,52.30086,8.88783,2008,14.1917,4.4,23.9,12,BNA0355,Grafenrheinfeld,2015,272.923,0,0,0,Grohnde,Kontrolle,Weser,46.425
DESM_NW031318,BRÜCKEAMMELITTABAD,DERW_DENW73101_68_106,MITTELLANDKANAL,riverWaterBody,52.30086,8.88783,2009,13.35,0.4,22.5,12,BNA0355,Grafenrheinfeld,2015,272.923,0,0,0,Grohnde,Kontrolle,Weser,46.425
DESM_NW031318,BRÜCKEAMMELITTABAD,DERW_DENW73101_68_106,MITTELLANDKANAL,riverWaterBody,52.30086,8.88783,2010,11.4824,0.1,24.2,17,BNA0355,Grafenrheinfeld,2015,272.923,0,0,0,Grohnde,Kontrolle,Weser,46.425
DESM_NW031318,BRÜCKEAMMELITTABAD,DERW_DENW73101_68_106,MITTELLANDKANAL,riverWaterBody,52.30086,8.88783,2011,13.95,1.6,22.0,18,BNA0355,Grafenrheinfeld,2015,272.923,0,0,0,Grohnde,Kontrolle,Weser,46.425
DESM_NW031318,BRÜCKEAMMELITTABAD,DERW_DENW73101_68_106,MITTELLANDKANAL,riverWaterBody,52.30086,8.88783,2012,13.2118,3.4,22.7,17,BNA0355,Grafenrheinfeld,2015,272.923,0,0,0,Grohnde,Kontrolle,Weser,46.425
DESM_BWU41,MANNHEIM/RHEIN,DERW_DERP_2000000000_5,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB LAUTER- BIS OBERHALB NECKARMÜNDUNG",riverWaterBody,49.48374,8.45494,2011,15.3269,4.6,23.0,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,25.727,1,0,0,Biblis A,Treatment,Rhein,25.259
DESM_BWU41,MANNHEIM/RHEIN,DERW_DERP_2000000000_5,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB LAUTER- BIS OBERHALB NECKARMÜNDUNG",riverWaterBody,49.48374,8.45494,2012,14.308,2.3,26.0,25,BNA0802,Kernkraftwerk Philippsburg 2,2019,25.727,1,0,0,Biblis A,Treatment,Rhein,25.259
DESM_HE_107,WESCHNITZBIBLISWATTENHEIMNACHMÜNDUNGHALBMAASGRABEN,DERW_DEHE_2394-1,UNTERE WESCHNITZ,riverWaterBody,49.69875,8.41001,2008,13.2739,5.0,21.9,23,BNA0802,Kernkraftwerk Philippsburg 2,2019,49.63,1,0,0,Biblis A,Treatment,Rhein,1.231
DESM_HE_107,WESCHNITZBIBLISWATTENHEIMNACHMÜNDUNGHALBMAASGRABEN,DERW_DEHE_2394-1,UNTERE WESCHNITZ,riverWaterBody,49.69875,8.41001,2009,13.2348,1.1,23.9,23,BNA0802,Kernkraftwerk Philippsburg 2,2019,49.63,1,0,0,Biblis A,Treatment,Rhein,1.231
DESM_HE_107,WESCHNITZBIBLISWATTENHEIMNACHMÜNDUNGHALBMAASGRABEN,DERW_DEHE_2394-1,UNTERE WESCHNITZ,riverWaterBody,49.69875,8.41001,2011,14.0958,4.5,24.2,24,BNA0802,Kernkraftwerk Philippsburg 2,2019,49.63,1,0,0,Biblis A,Treatment,Rhein,1.231
DESM_HE_107,WESCHNITZBIBLISWATTENHEIMNACHMÜNDUNGHALBMAASGRABEN,DERW_DEHE_2394-1,UNTERE WESCHNITZ,riverWaterBody,49.69875,8.41001,2012,13.8957,3.0,24.8,23,BNA0802,Kernkraftwerk Philippsburg 2,2019,49.63,1,0,0,Biblis A,Treatment,Rhein,1.231
DESM_HE_115,SCHWARZBACHTREBURASTHEIMMESSSTATION,DERW_DEHE_2398-1,SCHWARZBACH/ASTHEIM,riverWaterBody,49.9561,8.35734,2008,13.0231,5.2,23.1,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,78.414,0,0,0,Biblis A,Treatment,Rhein,27.739
DESM_HE_115,SCHWARZBACHTREBURASTHEIMMESSSTATION,DERW_DEHE_2398-1,SCHWARZBACH/ASTHEIM,riverWaterBody,49.9561,8.35734,2010,12.1481,1.5,23.5,52,BNA0802,Kernkraftwerk Philippsburg 2,2019,78.414,0,0,0,Biblis A,Treatment,Rhein,27.739
DESM_HE_115,SCHWARZBACHTREBURASTHEIMMESSSTATION,DERW_DEHE_2398-1,SCHWARZBACH/ASTHEIM,riverWaterBody,49.9561,8.35734,2011,13.3269,3.2,21.9,52,BNA0802,Kernkraftwerk Philippsburg 2,2019,78.414,0,0,0,Biblis A,Treatment,Rhein,27.739
DESM_HE_115,SCHWARZBACHTREBURASTHEIMMESSSTATION,DERW_DEHE_2398-1,SCHWARZBACH/ASTHEIM,riverWaterBody,49.9561,8.35734,2012,13.1231,0.5,22.9,52,BNA0802,Kernkraftwerk Philippsburg 2,2019,78.414,0,0,0,Biblis A,Treatment,Rhein,27.739
DESM_HE_130,MAINBISCHOFSHEIMMESSSTATIONRECHTESUNDLINKESUFER,DERW_DEHE_24-1,MAIN - HESSEN,riverWaterBody,49.99936,8.34549,2008,13.6308,4.0,23.8,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,83.275,0,0,0,Biblis A,Treatment,Rhein,32.622
DESM_HE_130,MAINBISCHOFSHEIMMESSSTATIONRECHTESUNDLINKESUFER,DERW_DEHE_24-1,MAIN - HESSEN,riverWaterBody,49.99936,8.34549,2009,13.1981,1.6,24.4,52,BNA0802,Kernkraftwerk Philippsburg 2,2019,83.275,0,0,0,Biblis A,Treatment,Rhein,32.622
DESM_HE_130,MAINBISCHOFSHEIMMESSSTATIONRECHTESUNDLINKESUFER,DERW_DEHE_24-1,MAIN - HESSEN,riverWaterBody,49.99936,8.34549,2010,12.7692,2.6,26.7,52,BNA0802,Kernkraftwerk Philippsburg 2,2019,83.275,0,0,0,Biblis A,Treatment,Rhein,32.622
DESM_HE_130,MAINBISCHOFSHEIMMESSSTATIONRECHTESUNDLINKESUFER,DERW_DEHE_24-1,MAIN - HESSEN,riverWaterBody,49.99936,8.34549,2011,14.175,2.7,23.5,52,BNA0802,Kernkraftwerk Philippsburg 2,2019,83.275,0,0,0,Biblis A,Treatment,Rhein,32.622
DESM_HE_130,MAINBISCHOFSHEIMMESSSTATIONRECHTESUNDLINKESUFER,DERW_DEHE_24-1,MAIN - HESSEN,riverWaterBody,49.99936,8.34549,2012,14.0577,0.9,25.1,52,BNA0802,Kernkraftwerk Philippsburg 2,2019,83.275,0,0,0,Biblis A,Treatment,Rhein,32.622
DESM_BWU44,DEIZISAU,DERW_DEBW_4-03,NECKAR AB FILS OBERHALB ENZ (TBG 42),riverWaterBody,48.7171,9.38628,2011,11.85,2.5,23.3,26,BNA0381,Kernkraft Gundremmingen,2017,77.943,0,0,0,Neckarwestheim 1,Partial,Neckar,39.2
DESM_BWU45,POPPENWEILER,DERW_DEBW_4-03,NECKAR AB FILS OBERHALB ENZ (TBG 42),riverWaterBody,48.91262,9.24781,2011,13.5462,2.7,22.8,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,70.218,0,0,0,Neckarwestheim 1,Partial,Neckar,15.243
DESM_BWU45,POPPENWEILER,DERW_DEBW_4-03,NECKAR AB FILS OBERHALB ENZ (TBG 42),riverWaterBody,48.91262,9.24781,2012,13.3154,0.2,22.6,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,70.218,0,0,0,Neckarwestheim 1,Partial,Neckar,15.243
DESM_BWU46,BESIGHEIM,DERW_DEBW_4-03,NECKAR AB FILS OBERHALB ENZ (TBG 42),riverWaterBody,49.00129,9.14739,2011,13.6038,2.8,23.2,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,58.867,0,0,0,Neckarwestheim 1,Partial,Neckar,4.863
DESM_BWU46,BESIGHEIM,DERW_DEBW_4-03,NECKAR AB FILS OBERHALB ENZ (TBG 42),riverWaterBody,49.00129,9.14739,2012,13.3154,0.2,23.0,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,58.867,0,0,0,Neckarwestheim 1,Partial,Neckar,4.863
DESM_BWU47,KOCHENDORF,DERW_DEBW_4-04,NECKAR AB ENZ OBERHALB KOCHER (TBG 46),riverWaterBody,49.21644,9.21007,2011,13.7885,4.6,22.9,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,56.388,0,0,0,Neckarwestheim 1,Partial,Neckar,19.663
DESM_BWU47,KOCHENDORF,DERW_DEBW_4-04,NECKAR AB ENZ OBERHALB KOCHER (TBG 46),riverWaterBody,49.21644,9.21007,2012,13.6615,2.8,23.6,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,56.388,0,0,0,Neckarwestheim 1,Partial,Neckar,19.663
DESM_BWU48,MANNHEIM/NECKAR,DERW_DEBW_4-05,NECKAR (BW) AB KOCHER (TBG 49),riverWaterBody,49.49469,8.4689,2011,13.7231,3.8,21.4,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,27.014,1,0,0,Biblis A,Treatment,Rhein,24.192
DESM_BWU48,MANNHEIM/NECKAR,DERW_DEBW_4-05,NECKAR (BW) AB KOCHER (TBG 49),riverWaterBody,49.49469,8.4689,2012,13.648,0.4,25.0,25,BNA0802,Kernkraftwerk Philippsburg 2,2019,27.014,1,0,0,Biblis A,Treatment,Rhein,24.192
DESM_NW731808,UHKABADOEYNHAUSEN,DERW_DENW46_0_13,WERRE,riverWaterBody,52.21949,8.8254,2008,13.2917,5.6,21.5,12,BNA0355,Grafenrheinfeld,2015,265.948,0,0,0,Grohnde,Kontrolle,Weser,45.053
DESM_NW731808,UHKABADOEYNHAUSEN,DERW_DENW46_0_13,WERRE,riverWaterBody,52.21949,8.8254,2009,12.4692,2.6,19.5,13,BNA0355,Grafenrheinfeld,2015,265.948,0,0,0,Grohnde,Kontrolle,Weser,45.053
DESM_NW731808,UHKABADOEYNHAUSEN,DERW_DENW46_0_13,WERRE,riverWaterBody,52.21949,8.8254,2010,10.5308,1.8,20.7,13,BNA0355,Grafenrheinfeld,2015,265.948,0,0,0,Grohnde,Kontrolle,Weser,45.053
DESM_NW731808,UHKABADOEYNHAUSEN,DERW_DENW46_0_13,WERRE,riverWaterBody,52.21949,8.8254,2011,11.7538,2.8,20.9,13,BNA0355,Grafenrheinfeld,2015,265.948,0,0,0,Grohnde,Kontrolle,Weser,45.053
DESM_NW731808,UHKABADOEYNHAUSEN,DERW_DENW46_0_13,WERRE,riverWaterBody,52.21949,8.8254,2012,11.9,2.4,20.5,13,BNA0355,Grafenrheinfeld,2015,265.948,0,0,0,Grohnde,Kontrolle,Weser,45.053
DESM_NW734913,STRBRINHÃ¶LSEN,DERW_DENW462_0_24,BEGA,riverWaterBody,52.03753,8.79142,2008,12.2667,5.1,18.9,12,BNA0355,Grafenrheinfeld,2015,248.141,0,0,0,Grohnde,Kontrolle,Weser,42.552
DESM_NW734913,STRBRINHÃ¶LSEN,DERW_DENW462_0_24,BEGA,riverWaterBody,52.03753,8.79142,2009,10.5308,0.2,17.4,13,BNA0355,Grafenrheinfeld,2015,248.141,0,0,0,Grohnde,Kontrolle,Weser,42.552
DESM_NW734913,STRBRINHÃ¶LSEN,DERW_DENW462_0_24,BEGA,riverWaterBody,52.03753,8.79142,2010,10.725,1.8,19.8,16,BNA0355,Grafenrheinfeld,2015,248.141,0,0,0,Grohnde,Kontrolle,Weser,42.552
DESM_NW734913,STRBRINHÃ¶LSEN,DERW_DENW462_0_24,BEGA,riverWaterBody,52.03753,8.79142,2011,10.7846,1.0,19.8,13,BNA0355,Grafenrheinfeld,2015,248.141,0,0,0,Grohnde,Kontrolle,Weser,42.552
DESM_NW734913,STRBRINHÃ¶LSEN,DERW_DENW462_0_24,BEGA,riverWaterBody,52.03753,8.79142,2012,10.0923,1.9,18.0,13,BNA0355,Grafenrheinfeld,2015,248.141,0,0,0,Grohnde,Kontrolle,Weser,42.552
DESM_BWU51,ULMWIBLINGEN,DERW_DEBW_6-05,DONAU AB RIß OBERHALB ILLER (TBG 64),riverWaterBody,48.37289,9.96429,2011,11.2885,2.2,20.9,26,BNA0381,Kernkraft Gundremmingen,2017,35.919,1,0,0,Gundremmingen C,Kontrolle,Donau,35.748
DESM_DENI_12046,WESERHEMELINGEN,DERW_DENI_12046,MITTELWESER ZWISCHEN ALLER UND BREMEN,riverWaterBody,53.05279,8.87458,2008,13.049,2.9094,24.6781,366,BNA0355,Grafenrheinfeld,2015,352.955,0,0,0,Unterweser,Treatment,Weser,49.463
DESM_DENI_12046,WESERHEMELINGEN,DERW_DENI_12046,MITTELWESER ZWISCHEN ALLER UND BREMEN,riverWaterBody,53.05279,8.87458,2009,12.9761,0.9792,25.2771,356,BNA0355,Grafenrheinfeld,2015,352.955,0,0,0,Unterweser,Treatment,Weser,49.463
DESM_DENI_12046,WESERHEMELINGEN,DERW_DENI_12046,MITTELWESER ZWISCHEN ALLER UND BREMEN,riverWaterBody,53.05279,8.87458,2010,11.6343,0.3156,26.2417,365,BNA0355,Grafenrheinfeld,2015,352.955,0,0,0,Unterweser,Treatment,Weser,49.463
DESM_DENI_12046,WESERHEMELINGEN,DERW_DENI_12046,MITTELWESER ZWISCHEN ALLER UND BREMEN,riverWaterBody,53.05279,8.87458,2011,12.6734,1.8979,22.3708,365,BNA0355,Grafenrheinfeld,2015,352.955,0,0,0,Unterweser,Treatment,Weser,49.463
DESM_DENI_12046,WESERHEMELINGEN,DERW_DENI_12046,MITTELWESER ZWISCHEN ALLER UND BREMEN,riverWaterBody,53.05279,8.87458,2012,12.6051,0.1698,23.349,365,BNA0355,Grafenrheinfeld,2015,352.955,0,0,0,Unterweser,Treatment,Weser,49.463
DESM_BWU24,BESIGHEIM,DERW_DEBW_45-03,ENZ UNTERHALB GLEMS,riverWaterBody,48.99756,9.14213,2011,12.5615,3.0,22.9,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,58.732,0,0,0,Neckarwestheim 1,Partial,Neckar,5.402
DESM_DENI_36912024,BOKELOH,DERW_DENI_02089,"HASE, GROßE HASE",riverWaterBody,52.69524,7.34741,2008,11.3042,3.9,20.5,24,BNA0355,Grafenrheinfeld,2015,359.967,0,0,0,Emsland,Kontrolle,Ems,23.881
DESM_DENI_36912024,BOKELOH,DERW_DENI_02089,"HASE, GROßE HASE",riverWaterBody,52.69524,7.34741,2009,16.5217,12.5,25.3,23,BNA0355,Grafenrheinfeld,2015,359.967,0,0,0,Emsland,Kontrolle,Ems,23.881
DESM_DENI_36912024,BOKELOH,DERW_DENI_02089,"HASE, GROßE HASE",riverWaterBody,52.69524,7.34741,2010,10.1957,0.2,19.6,23,BNA0355,Grafenrheinfeld,2015,359.967,0,0,0,Emsland,Kontrolle,Ems,23.881
DESM_DENI_36912024,BOKELOH,DERW_DENI_02089,"HASE, GROßE HASE",riverWaterBody,52.69524,7.34741,2011,11.6478,1.6,19.2,23,BNA0355,Grafenrheinfeld,2015,359.967,0,0,0,Emsland,Kontrolle,Ems,23.881
DESM_BWU27,KOCHENDORF,DERW_DEBW_47-11,KOCHER UNTERHALB OHRN,riverWaterBody,49.22325,9.20766,2011,11.65,1.4,22.6,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,56.16,0,0,0,Neckarwestheim 1,Partial,Neckar,20.393
DESM_BWU29,JAGSTFELD,DERW_DEBW_48-04,JAGST AB SECKACH,riverWaterBody,49.24548,9.19336,2011,10.92,1.4,21.1,25,BNA0802,Kernkraftwerk Philippsburg 2,2019,55.019,0,0,0,Neckarwestheim 1,Partial,Neckar,22.765
DESM_BWU29,JAGSTFELD,DERW_DEBW_48-04,JAGST AB SECKACH,riverWaterBody,49.24548,9.19336,2012,11.0148,0.5,19.8,27,BNA0802,Kernkraftwerk Philippsburg 2,2019,55.019,0,0,0,Neckarwestheim 1,Partial,Neckar,22.765
DESM_DENI_45752064,HESSOLDENDORF/FUHLEN,DERW_DENI_10003,WESER,riverWaterBody,52.15799,9.24872,2008,12.5833,5.0,21.6,12,BNA0355,Grafenrheinfeld,2015,250.321,0,0,0,Grohnde,Kontrolle,Weser,17.661
DESM_DENI_45752064,HESSOLDENDORF/FUHLEN,DERW_DENI_10003,WESER,riverWaterBody,52.15799,9.24872,2009,12.4667,2.3,22.9,12,BNA0355,Grafenrheinfeld,2015,250.321,0,0,0,Grohnde,Kontrolle,Weser,17.661
DESM_DENI_45752064,HESSOLDENDORF/FUHLEN,DERW_DENI_10003,WESER,riverWaterBody,52.15799,9.24872,2010,11.7833,3.2,24.3,12,BNA0355,Grafenrheinfeld,2015,250.321,0,0,0,Grohnde,Kontrolle,Weser,17.661
DESM_DENI_45752064,HESSOLDENDORF/FUHLEN,DERW_DENI_10003,WESER,riverWaterBody,52.15799,9.24872,2011,13.2818,3.4,19.3,11,BNA0355,Grafenrheinfeld,2015,250.321,0,0,0,Grohnde,Kontrolle,Weser,17.661
DESM_DENI_45752064,HESSOLDENDORF/FUHLEN,DERW_DENI_10003,WESER,riverWaterBody,52.15799,9.24872,2012,13.4,0.2,21.6,12,BNA0355,Grafenrheinfeld,2015,250.321,0,0,0,Grohnde,Kontrolle,Weser,17.661
DESM_HE_378,DIEMELBADKARLSHAFENHELMARSHAUSEN,DERW_DEHE_44-1,UNTERE DIEMEL,riverWaterBody,51.63266,9.4726,2008,11.3167,4.7,19.4,24,BNA0355,Grafenrheinfeld,2015,189.926,0,0,0,Grohnde,Kontrolle,Weser,44.989
DESM_HE_378,DIEMELBADKARLSHAFENHELMARSHAUSEN,DERW_DEHE_44-1,UNTERE DIEMEL,riverWaterBody,51.63266,9.4726,2009,12.0833,2.9,20.3,24,BNA0355,Grafenrheinfeld,2015,189.926,0,0,0,Grohnde,Kontrolle,Weser,44.989
DESM_HE_378,DIEMELBADKARLSHAFENHELMARSHAUSEN,DERW_DEHE_44-1,UNTERE DIEMEL,riverWaterBody,51.63266,9.4726,2011,11.7542,2.1,18.8,24,BNA0355,Grafenrheinfeld,2015,189.926,0,0,0,Grohnde,Kontrolle,Weser,44.989
DESM_HE_378,DIEMELBADKARLSHAFENHELMARSHAUSEN,DERW_DEHE_44-1,UNTERE DIEMEL,riverWaterBody,51.63266,9.4726,2012,10.9348,1.6,19.8,23,BNA0355,Grafenrheinfeld,2015,189.926,0,0,0,Grohnde,Kontrolle,Weser,44.989
DESM_BWU51,ULMWIBLINGEN,DERW_DEBW_6-05,DONAU AB RIß OBERHALB ILLER (TBG 64),riverWaterBody,48.37289,9.96429,2012,10.9885,0.0,20.6,26,BNA0381,Kernkraft Gundremmingen,2017,35.919,1,0,0,Gundremmingen C,Kontrolle,Donau,35.748
DESM_BWU24,BESIGHEIM,DERW_DEBW_45-03,ENZ UNTERHALB GLEMS,riverWaterBody,48.99756,9.14213,2012,12.724,0.0,21.9,25,BNA0802,Kernkraftwerk Philippsburg 2,2019,58.732,0,0,0,Neckarwestheim 1,Partial,Neckar,5.402
DESM_DENI_36912024,BOKELOH,DERW_DENI_02089,"HASE, GROßE HASE",riverWaterBody,52.69524,7.34741,2012,11.2417,0.0,20.0,24,BNA0355,Grafenrheinfeld,2015,359.967,0,0,0,Emsland,Kontrolle,Ems,23.881
DESM_DENI_49572011,FARGE,DERW_DENI_26035,WESER / TIDEBEREICH OBERH. BRAKE,riverWaterBody,53.20889,8.50524,2012,13.3833,5.5,22.5,6,BNA0355,Grafenrheinfeld,2015,376.754,0,0,0,Unterweser,Treatment,Weser,24.503
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,DERW_DESH_MST_16_A,STÖR UL UND NG,riverWaterBody,53.92922,9.4692,2012,10.7692,0.0,19.4,13,BNA0355,Grafenrheinfeld,2015,441.344,0,0,0,Brokdorf,Kontrolle,Elbe,11.863
DESM_DENI_49482303,TIETJENSHÜTTE,DERW_DENI_24056,HAMME III,riverWaterBody,53.20312,8.82025,2010,15.7375,4.9,24.5,8,BNA0355,Grafenrheinfeld,2015,370.035,0,0,0,Unterweser,Treatment,Weser,33.894
DESM_SH_120098,OSTERAUBEIBAß,DERW_DESH_BR_03_B,OBERE OSTERAU,riverWaterBody,53.94611,10.01435,2008,9.0,3.4,17.9,6,BNA0355,Grafenrheinfeld,2015,440.668,0,0,0,Brokdorf,Kontrolle,Elbe,45.051
DESM_HE_115,SCHWARZBACHTREBURASTHEIMMESSSTATION,DERW_DEHE_2398-1,SCHWARZBACH/ASTHEIM,riverWaterBody,49.9561,8.35734,2009,12.3308,0.0,23.5,52,BNA0802,Kernkraftwerk Philippsburg 2,2019,78.414,0,0,0,Biblis A,Treatment,Rhein,27.739
DESM_BWU44,DEIZISAU,DERW_DEBW_4-03,NECKAR AB FILS OBERHALB ENZ (TBG 42),riverWaterBody,48.7171,9.38628,2012,11.6778,0.0,19.6,27,BNA0381,Kernkraft Gundremmingen,2017,77.943,0,0,0,Neckarwestheim 1,Partial,Neckar,39.2
DESM_BWU27,KOCHENDORF,DERW_DEBW_47-11,KOCHER UNTERHALB OHRN,riverWaterBody,49.22325,9.20766,2012,11.8115,0.0,21.3,26,BNA0802,Kernkraftwerk Philippsburg 2,2019,56.16,0,0,0,Neckarwestheim 1,Partial,Neckar,20.393
DESM_DEBY_2344,LUDWIGSFELDBRÜCKE,DERW_DEBY_1_F027,UIAG-KANAL UND ILLERKANAL VON FILZINGEN BIS NEU-ULM,riverWaterBody,48.36522,10.0046,2008,9.86539,2.7,19.3,26,BNA0381,Kernkraft Gundremmingen,2017,33.69,1,0,0,Gundremmingen C,Kontrolle,Donau,33.533
DESM_DEBY_3074,ETTRINGENWEHRUNTERWASSER,DERW_DEBY_1_F149,WERTACH VON EINMÜNDUNG LOBACH BIS STAUSTUFE INNINGEN,riverWaterBody,48.10353,10.66612,2009,10.9577,1.1,21.0,26,BNA0381,Kernkraft Gundremmingen,2017,49.765,1,0,0,Gundremmingen B,Gestaffeltes Treatment,Donau,49.76
DESM_DEBY_2344,LUDWIGSFELDBRÜCKE,DERW_DEBY_1_F027,UIAG-KANAL UND ILLERKANAL VON FILZINGEN BIS NEU-ULM,riverWaterBody,48.36522,10.0046,2009,9.78077,1.5,18.7,26,BNA0381,Kernkraft Gundremmingen,2017,33.69,1,0,0,Gundremmingen C,Kontrolle,Donau,33.533
DESM_DEBY_4373,BADABBACHPEGEL,DERW_DEBY_1_F223,DONAU VON EINMÜNDUNG MAIN-DONAU-KANAL BIS EINMÜNDUNG NAAB,riverWaterBody,48.94169,12.03365,2009,12.3926,2.7,21.5,27,BNA0381,Kernkraft Gundremmingen,2017,128.764,0,0,0,Isar 1,Partial,Isar,42.089
DESM_DEBY_12302,ESCHELBACHPEGEL,DERW_DEBY_1_F556,INN VON EINMÜNDUNG INNWERKKANAL BIS EINMÜNDUNG ALZ,riverWaterBody,48.2522,12.69689,2009,9.496,1.6,15.5,25,BNA0381,Kernkraft Gundremmingen,2017,172.002,0,0,0,Isar 1,Partial,Isar,49.136
