date,oxygen_mg_l,temp_spot_c
1998-01-01,,5.3
1998-01-02,,5.6
1998-01-03,,5.6
1998-01-04,,5.7
1998-01-05,,6.1
1998-01-06,,5.8
1998-01-07,,6.6
1998-01-08,,6.9
1998-01-09,,7.1
1998-01-10,,6.5
1998-01-11,,6.1
1998-01-12,,6.3
1998-01-13,,6.4
1998-01-14,,6.4
1998-01-15,,5.8
1998-01-16,,6.0
1998-01-17,,6.0
1998-01-18,,5.6
1998-01-19,,5.4
1998-01-20,,5.3
1998-01-21,,5.2
1998-01-22,,4.8
1998-01-23,,4.7
1998-01-24,,4.5
1998-01-25,,4.3
1998-01-26,,3.9
1998-01-27,,3.4
1998-01-28,,2.9
1998-01-29,,2.8
1998-01-30,,2.7
1998-01-31,,2.6
1998-02-01,,2.2
1998-02-02,,1.6
1998-02-03,,1.4
1998-02-04,,1.4
1998-02-05,,1.3
1998-02-06,,1.5
1998-02-07,,1.4
1998-02-08,,1.5
1998-02-09,,1.6
1998-02-10,,2.0
1998-02-11,,2.1
1998-02-12,,2.2
1998-02-13,,2.7
1998-02-14,,3.1
1998-02-15,,3.5
1998-02-16,,3.7
1998-02-17,,4.4
1998-02-18,,4.7
1998-02-19,,5.2
1998-02-20,,5.7
1998-02-21,,6.2
1998-02-22,,6.5
1998-02-23,,6.5
1998-02-24,,6.8
1998-02-25,,7.0
1998-02-26,,7.4
1998-02-27,,7.6
1998-02-28,,7.6
1998-03-01,,7.4
1998-03-02,,7.9
1998-03-03,,8.3
1998-03-04,,8.5
1998-03-05,,9.0
1998-03-06,,8.9
1998-03-07,,8.0
1998-03-08,,7.9
1998-03-09,,8.0
1998-03-10,,8.1
1998-03-11,,9.9
1998-03-12,,7.6
1998-03-13,,7.1
1998-03-14,,6.5
1998-03-15,,6.5
1998-03-16,,7.4
1998-03-17,,7.8
1998-03-18,,8.0
1998-03-19,,8.3
1998-03-20,,8.5
1998-03-21,,8.2
1998-03-22,,7.4
1998-03-23,,7.3
1998-03-24,,7.3
1998-03-25,,7.3
1998-03-26,,7.4
1998-03-27,,7.6
1998-03-28,,7.9
1998-03-29,,8.5
1998-03-30,,9.4
1998-03-31,,10.1
1998-04-01,,10.5
1998-04-02,,10.7
1998-04-03,,11.0
1998-04-04,,11.1
1998-04-05,,10.9
1998-04-06,,11.0
1998-04-07,,11.2
1998-04-08,,10.9
1998-04-09,,10.9
1998-04-10,,11.1
1998-04-11,,11.2
1998-04-12,,10.8
1998-04-13,,10.5
1998-04-14,,10.6
1998-04-15,,10.3
1998-04-16,,10.1
1998-04-17,,10.1
1998-04-18,,10.3
1998-04-19,,10.3
1998-04-20,,10.2
1998-04-21,,10.7
1998-04-22,,11.4
1998-04-23,,12.2
1998-04-24,,12.9
1998-04-25,,12.9
1998-04-26,,13.1
1998-04-27,,13.5
1998-04-28,,13.7
1998-04-29,,13.4
1998-04-30,,13.6
1998-05-01,,14.2
1998-05-02,,14.5
1998-05-03,,14.3
1998-05-04,,14.1
1998-05-05,,13.9
1998-05-06,,14.0
1998-05-07,,14.2
1998-05-08,,14.8
1998-05-09,,15.5
1998-05-10,,16.4
1998-05-11,,17.4
1998-05-12,,18.4
1998-05-13,,19.3
1998-05-14,,19.8
1998-05-15,,20.0
1998-05-16,,20.0
1998-05-17,,19.8
1998-05-18,,19.3
1998-05-19,,19.5
1998-05-20,,20.1
1998-05-21,,20.1
1998-05-22,,19.1
1998-05-23,,18.8
1998-05-24,,18.8
1998-05-25,,18.5
1998-05-26,,18.2
1998-05-27,,18.6
1998-05-28,,18.8
1998-05-29,,19.3
1998-05-30,,19.3
1998-05-31,,19.4
1998-06-01,,19.2
1998-06-02,,19.2
1998-06-03,,19.9
1998-06-04,,20.3
1998-06-05,,21.2
1998-06-06,,22.1
1998-06-07,,22.6
1998-06-08,,22.4
1998-06-09,,22.5
1998-06-13,,20.0
1998-06-14,,19.5
1998-06-15,,19.4
1998-06-16,,19.6
1998-06-17,,19.6
1998-06-18,,19.5
1998-06-19,,19.8
1998-06-20,,20.3
1998-06-21,,21.5
1998-06-22,,21.8
1998-06-23,,22.1
1998-06-24,,22.6
1998-06-25,,23.0
1998-06-26,,23.2
1998-06-27,,23.5
1998-06-28,,22.9
1998-06-29,,22.2
1998-06-30,,22.1
1998-07-01,,22.2
1998-07-02,,22.1
1998-07-03,,22.2
1998-07-04,,22.0
1998-07-05,,21.9
1998-07-06,,21.0
1998-07-07,,20.6
1998-07-08,,19.8
1998-07-09,,19.3
1998-07-10,,19.0
1998-07-11,,19.3
1998-07-12,,18.9
1998-07-13,,18.7
1998-07-14,,19.1
1998-07-15,,19.2
1998-07-16,,19.1
1998-07-17,,19.0
1998-07-18,,19.3
1998-07-19,,19.6
1998-07-20,,20.5
1998-07-21,,21.6
1998-07-22,,22.2
1998-07-23,,22.4
1998-07-24,,22.6
1998-07-25,,22.6
1998-07-26,,22.7
1998-07-27,,22.7
1998-07-28,,22.6
1998-07-29,,22.6
1998-07-30,,22.0
1998-07-31,,21.5
1998-08-03,,21.1
1998-08-04,,21.3
1998-08-05,,21.4
1998-08-06,,21.7
1998-08-07,,22.3
1998-08-08,,23.0
1998-08-09,,23.4
1998-08-10,,23.5
1998-08-11,,24.0
1998-08-12,,24.9
1998-08-13,,24.9
1998-08-14,,24.6
1998-08-15,,24.3
1998-08-16,,24.3
1998-08-17,,24.2
1998-08-18,,24.2
1998-08-19,,24.2
1998-08-20,,24.1
1998-08-21,,22.8
1998-08-22,,21.9
1998-08-23,,20.9
1998-08-24,,20.4
1998-08-25,,20.1
1998-08-26,,20.1
1998-08-27,,19.7
1998-08-28,,19.2
1998-08-29,,18.9
1998-08-30,,18.7
1998-08-31,,18.9
1998-09-01,,18.8
1998-09-02,,18.8
1998-09-03,,18.8
1998-09-04,,18.7
1998-09-05,,18.5
1998-09-06,,18.3
1998-09-07,,17.9
1998-09-08,,18.0
1998-09-09,,18.2
1998-09-10,,18.4
1998-09-11,,18.5
1998-09-12,,18.2
1998-09-13,,17.6
1998-09-14,,16.5
1998-09-15,,15.5
1998-09-16,,15.1
1998-09-17,,14.6
1998-09-18,,14.0
1998-09-19,,13.6
1998-09-20,,13.4
1998-09-21,,13.2
1998-09-22,,13.5
1998-10-07,,13.2
1998-10-08,,12.7
1998-10-09,,12.6
1998-10-10,,12.3
1998-10-11,,11.9
1998-10-12,,12.0
1998-10-13,,12.0
1998-10-14,,11.9
1998-10-15,,12.7
1998-10-16,,13.1
1998-10-17,,13.3
1998-10-18,,13.2
1998-10-19,,12.9
1998-10-20,,12.6
1998-10-21,,12.4
1998-10-22,,12.5
1998-10-23,,12.6
1998-10-24,,12.9
1998-10-25,,12.7
1998-10-26,,12.4
1998-10-27,,12.0
1998-10-28,,12.0
1998-10-29,,14.4
1998-10-30,,15.3
1998-10-31,,14.9
1998-11-01,,14.5
1998-11-02,,14.3
1998-11-03,,14.2
1998-11-04,,14.7
1998-11-05,,14.8
1998-11-06,,14.7
1998-11-07,,14.7
1998-11-08,,14.5
1998-11-09,,14.4
1998-11-10,,14.5
1998-11-11,,14.9
1998-11-12,,14.8
1998-11-13,,14.1
1998-11-14,,13.9
1998-11-15,,13.7
1998-11-16,,13.6
1998-11-17,,13.4
1998-11-18,,13.1
1998-11-19,,12.7
1998-11-20,,12.6
1998-11-21,,12.0
1998-11-22,,11.6
1998-11-23,,11.1
1998-11-24,,10.8
1998-11-25,,10.7
1998-11-26,,10.7
1998-11-27,,10.7
1998-11-28,,10.8
1998-11-29,,10.9
1998-12-01,,10.7
1998-12-02,,9.4
1998-12-03,,7.8
1998-12-04,,5.7
1998-12-05,,5.3
1998-12-06,,5.0
1998-12-07,,5.3
1998-12-08,,5.2
1998-12-09,,5.1
1998-12-10,,4.9
1998-12-11,,8.8
1998-12-12,,4.9
1998-12-14,,5.2
1998-12-15,,5.5
1998-12-16,,5.8
1998-12-17,,5.7
1998-12-18,,6.0
1998-12-19,,6.1
1998-12-20,,6.2
1998-12-21,,6.4
1998-12-22,,6.2
1998-12-23,,5.9
1998-12-24,,5.3
1998-12-25,,5.1
1998-12-26,,5.3
1998-12-27,,5.8
1998-12-28,,6.6
1998-12-29,,6.4
1998-12-30,,6.2
1998-12-31,,5.9
1999-01-01,,5.6
1999-01-02,,5.3
1999-01-03,,5.3
1999-01-04,,5.8
1999-01-05,,6.9
1999-01-06,,6.7
1999-01-07,,6.7
1999-01-08,,7.0
1999-01-09,,6.8
1999-01-10,,6.7
1999-01-11,,6.8
1999-01-12,,6.2
1999-01-13,,5.9
1999-01-14,,5.7
1999-01-15,,5.6
1999-01-16,,5.6
1999-01-17,,5.8
1999-01-18,,6.0
1999-01-19,,6.1
1999-01-20,,6.1
1999-01-21,,6.0
1999-01-22,,5.9
1999-01-23,,5.6
1999-01-24,,5.2
1999-01-25,,5.6
1999-01-26,,6.1
1999-01-27,,6.2
1999-01-28,,6.1
